"md5_email"|"YEAR"|"WEEK"|"V01"|"V02"|"V03"|"V04"|"V05"|"V06"|"V07"|"V08"|"V09"|"V10"|"V11"|"V12"|"V13"|"V14"|"V15"|"V16"|"V17"|"V18"|"V19"|"V20"|"V21"|"V22"|"V23"|"V24"|"V25"|"V26"|"V27"|"V28"|"V29"|"V30"|"V31"|"V32"|"V33"|"V34"|"V35"|"V36"|"V37"|"V38"|"V39"|"V40"|"V41"|"V42"|"V43"|"V44"|"V45"|"V46"|"V47"|"V48"|"V49"|"V50"|"V51"|"V52"|"V53"|"V54"|"V55"|"V56"|"V57"|"V58"|"V59"|"V60"
"770"|"4f4b77a3376f2cca9c86712cadf12728"|2017|52|3.4|3.4|3.4|4.2|5|4.2|4.2|4.2|5|4.2|1.8|2.6|4.2|4.2|3.4|5|5|5|3.4|1.8|2.6|2.6|5|2.6|1|5|5|4.2|3.4|3.4|5|5|4.2|5|4.2|4.2|2.6|5|5|5|5|4.2|3.4|3.4|4.2|4.2|5|4.2|4.2|5|3.4|5|5|4.2|2.6|5|3.4|5|3.4|4.2
"771"|"cdaa62471e991b3e957566b3b688ea00"|2017|52|5|5|1|4.2|4.2|5|2.6|3.4|5|5|1.8|4.2|1.8|5|2.6|5|5|2.6|3.4|1|1|5|5|2.6|1.8|5|2.6|2.6|3.4|3.4|4.2|3.4|5|4.2|1.8|5|1.8|5|5|2.6|1|5|3.4|5|5|4.2|5|1|2.6|5|5|5|5|5|1.8|5|4.2|5|1.8|3.4
"772"|"37fb3b62667fe5688ef2f73e4e23dc82"|2017|52|3.4|4.2|2.6|4.2|4.2|4.2|5|4.2|5|3.4|3.4|3.4|4.2|3.4|5|5|4.2|4.2|4.2|1.8|3.4|3.4|4.2|4.2|1.8|5|3.4|4.2|3.4|5|4.2|4.2|4.2|5|4.2|4.2|4.2|5|3.4|4.2|4.2|4.2|4.2|3.4|5|5|4.2|3.4|4.2|5|3.4|5|5|5|3.4|3.4|5|4.2|3.4|3.4
"773"|"2c234c2d20d0099e871ed685b259e5b2"|2017|52|4.2|4.2|1|4.2|3.4|3.4|5|2.6|4.2|4.2|1.8|4.2|3.4|3.4|3.4|4.2|4.2|3.4|4.2|2.6|1.8|4.2|4.2|2.6|1.8|4.2|4.2|4.2|2.6|4.2|4.2|4.2|3.4|4.2|3.4|5|1.8|3.4|5|4.2|5|5|3.4|4.2|4.2|4.2|4.2|2.6|4.2|4.2|5|3.4|4.2|4.2|3.4|2.6|4.2|3.4|1.8|3.4
"774"|"eec6d93dbd743a1fe7c33f6b258232b7"|2017|52|2.6|1.8|1|3.4|3.4|3.4|4.2|2.6|4.2|4.2|3.4|4.2|3.4|3.4|4.2|2.6|4.2|5|1|1|1.8|4.2|5|3.4|1|4.2|2.6|1|4.2|4.2|2.6|1.8|1.8|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|1.8|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|1.8|2.6|2.6|2.6
"775"|"fd2d143e67b2223f51ed373d591a2cb4"|2017|52|3.4|4.2|1|3.4|4.2|4.2|4.2|4.2|5|5|1.8|3.4|4.2|5|4.2|4.2|4.2|5|4.2|2.6|5|4.2|4.2|2.6|1.8|4.2|5|4.2|2.6|5|4.2|1.8|5|4.2|3.4|5|1.8|4.2|4.2|5|5|4.2|5|5|5|5|4.2|3.4|5|5|5|5|5|4.2|1.8|5|5|5|5|4.2
"776"|"0bcf8b6e7dd036414d56c73c7728bea6"|2017|52|3.4|4.2|1.8|5|4.2|2.6|5|2.6|3.4|4.2|3.4|3.4|5|5|4.2|3.4|3.4|3.4|4.2|1.8|3.4|4.2|3.4|4.2|1.8|3.4|4.2|3.4|4.2|3.4|5|4.2|3.4|4.2|4.2|3.4|5|5|2.6|4.2|5|5|5|3.4|3.4|3.4|2.6|3.4|4.2|4.2|5|4.2|2.6|3.4|3.4|4.2|4.2|4.2|5|2.6
"777"|"a851d1829c9cd72dd3af4608a75973d4"|2017|52|5|5|1.8|4.2|3.4|4.2|5|1.8|3.4|5|3.4|4.2|4.2|4.2|3.4|4.2|5|4.2|4.2|3.4|4.2|2.6|5|3.4|1.8|5|4.2|3.4|1.8|4.2|4.2|4.2|4.2|4.2|3.4|4.2|2.6|5|4.2|1.8|4.2|5|1.8|1.8|3.4|2.6|3.4|4.2|4.2|1.8|1.8|4.2|4.2|5|5|5|2.6|4.2|4.2|3.4
"778"|"0f64225114fa8a00d1719808355f12ed"|2017|52|5|5|1|4.2|4.2|3.4|5|3.4|5|5|4.2|5|5|5|5|3.4|4.2|4.2|5|3.4|5|4.2|4.2|2.6|2.6|4.2|4.2|3.4|4.2|3.4|4.2|3.4|4.2|5|4.2|4.2|5|5|5|5|5|5|3.4|5|4.2|2.6|5|3.4|4.2|2.6|5|4.2|5|4.2|3.4|4.2|3.4|4.2|4.2|3.4
"779"|"1ab6235040c40275e288026dbd2605b4"|2017|52|5|2.6|2.6|1.8|3.4|2.6|4.2|2.6|4.2|1.8|2.6|2.6|3.4|2.6|4.2|4.2|4.2|3.4|3.4|3.4|3.4|3.4|4.2|2.6|2.6|4.2|4.2|2.6|3.4|4.2|3.4|4.2|3.4|3.4|1.8|4.2|3.4|4.2|2.6|4.2|3.4|4.2|2.6|3.4|2.6|1.8|2.6|3.4|2.6|5|4.2|2.6|4.2|2.6|2.6|4.2|3.4|1.8|3.4|3.4
"780"|"d5f3b59abdfdf599547170b25c5f08d9"|2017|52|2.6|2.6|3.4|3.4|3.4|3.4|3.4|2.6|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|2.6|2.6|3.4|3.4|2.6|1.8|3.4|2.6|2.6|2.6|3.4|4.2|3.4|3.4|4.2|3.4|4.2|2.6|4.2|4.2|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|2.6|3.4|3.4|3.4|4.2|4.2|3.4|2.6|3.4|3.4|4.2|3.4|3.4
"781"|"e90daeb5146266e78f26490b734fe1f3"|2017|52|4.2|4.2|3.4|4.2|5|4.2|5|4.2|4.2|4.2|3.4|5|4.2|4.2|5|4.2|4.2|4.2|4.2|1.8|3.4|5|4.2|3.4|1.8|5|1.8|4.2|1.8|4.2|4.2|3.4|4.2|4.2|3.4|5|2.6|5|5|4.2|4.2|4.2|2.6|3.4|3.4|5|4.2|4.2|4.2|2.6|5|4.2|4.2|4.2|3.4|4.2|2.6|5|4.2|4.2
"782"|"e63e9441908f2749a1519e340c1b1a08"|2017|52|5|5|1|5|5|4.2|5|1|5|5|5|4.2|5|5|1.8|5|4.2|4.2|4.2|1.8|5|5|5|3.4|3.4|5|5|4.2|4.2|2.6|5|4.2|3.4|5|5|4.2|5|5|4.2|4.2|5|5|4.2|5|4.2|4.2|5|3.4|5|4.2|4.2|5|4.2|2.6|1.8|4.2|5|5|5|3.4
"783"|"d1791d1bff9a15f85e04eee7dccf7d5f"|2017|52|3.4|2.6|2.6|5|4.2|1.8|5|3.4|3.4|5|1.8|5|2.6|5|3.4|2.6|4.2|3.4|2.6|2.6|3.4|4.2|4.2|2.6|2.6|5|4.2|2.6|2.6|3.4|4.2|5|4.2|5|5|4.2|1.8|5|4.2|3.4|5|4.2|2.6|3.4|2.6|4.2|2.6|3.4|2.6|1.8|2.6|4.2|3.4|3.4|2.6|1.8|3.4|3.4|3.4|4.2
"784"|"64a3f2e5efd36d5b0b1824c9da5c1d23"|2017|52|4.2|2.6|2.6|4.2|2.6|2.6|4.2|3.4|3.4|3.4|2.6|2.6|2.6|2.6|4.2|3.4|2.6|4.2|2.6|1.8|2.6|4.2|2.6|3.4|1.8|4.2|3.4|2.6|2.6|3.4|3.4|3.4|4.2|3.4|3.4|3.4|2.6|4.2|3.4|2.6|3.4|2.6|2.6|2.6|4.2|2.6|4.2|2.6|3.4|2.6|2.6|2.6|3.4|3.4|2.6|3.4|4.2|3.4|2.6|2.6
"785"|"1be07ff5d2c00d924f9acf96b4ecefa6"|2017|52|1.8|1|5|3.4|4.2|4.2|4.2|5|4.2|2.6|1|1.8|1.8|1|5|3.4|3.4|3.4|1.8|1|1.8|3.4|4.2|4.2|1.8|4.2|1|3.4|1|4.2|1.8|3.4|5|1.8|4.2|4.2|2.6|1.8|2.6|1.8|1.8|2.6|4.2|3.4|3.4|4.2|3.4|4.2|4.2|2.6|1.8|4.2|4.2|3.4|4.2|3.4|1.8|4.2|3.4|2.6
"767"|"392ce1207d768213c4c7c2716be50eba"|2017|50|3.4|3.4|3.4|5|4.2|4.2|5|3.4|5|3.4|3.4|3.4|3.4|4.2|5|5|5|4.2|3.4|1.8|3.4|4.2|4.2|4.2|2.6|4.2|3.4|4.2|4.2|5|3.4|3.4|4.2|5|3.4|5|2.6|4.2|3.4|4.2|4.2|3.4|4.2|3.4|5|5|5|4.2|4.2|4.2|3.4|5|5|4.2|5|5|5|4.2|4.2|5
"765"|"aff9a5ec5ca3624a4d8b44dd1da71a72"|2017|45|3.4|4.2|1|5|5|2.6|4.2|2.6|5|5|1.8|2.6|4.2|5|3.4|4.2|5|5|4.2|1|3.4|3.4|5|4.2|1|2.6|5|3.4|1|3.4|5|4.2|3.4|3.4|3.4|5|1|2.6|3.4|5|5|5|5|5|5|5|5|3.4|3.4|5|5|1|5|5|3.4|5|3.4|5|5|3.4
"766"|"21424a44b69b0d21b1fbc7e1b371c1f7"|2017|45|3.4|5|1|5|5|5|5|1|5|4.2|1|5|3.4|5|5|5|5|5|2.6|1|3.4|4.2|5|5|2.6|5|5|1.8|2.6|5|3.4|5|5|5|5|5|1.8|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
"764"|"1f7454760cd247d95c686966e9306fb3"|2017|37|4.2|4.2|1.8|4.2|5|3.4|4.2|4.2|5|4.2|1|2.6|3.4|5|4.2|5|5|4.2|4.2|1|1|3.4|5|4.2|1|5|4.2|5|1.8|3.4|3.4|4.2|5|4.2|3.4|5|3.4|4.2|5|5|3.4|5|4.2|4.2|4.2|5|5|5|4.2|3.4|5|4.2|5|5|3.4|4.2|4.2|4.2|4.2|4.2
"762"|"b7d401026e0e5caab0f71a1c27ff860b"|2017|24|1|5|3.4|5|5|5|2.6|1|5|3.4|1|1|1|3.4|5|5|5|5|3.4|1|1|3.4|5|5|1|5|3.4|5|1|5|3.4|5|5|1|3.4|5|1|5|5|5|1|5|5|3.4|3.4|5|5|5|3.4|4.2|1|3.4|5|5|3.4|5|1|5|1|5
"763"|"f6c3f631bf634cb95c7b61b55dddfd4c"|2017|24|2.6|2.6|3.4|3.4|5|5|3.4|3.4|5|3.4|4.2|4.2|3.4|3.4|5|5|5|5|3.4|1|2.6|3.4|5|5|3.4|5|3.4|5|1.8|5|3.4|3.4|3.4|3.4|4.2|4.2|3.4|3.4|5|5|4.2|3.4|3.4|3.4|3.4|4.2|4.2|5|3.4|2.6|4.2|3.4|5|3.4|4.2|4.2|5|4.2|3.4|5
"761"|"e5296ab8d36be541e085c9af853214e9"|2017|8|4.2|2.6|3.4|4.2|4.2|4.2|4.2|2.6|4.2|3.4|2.6|4.2|3.4|4.2|3.4|3.4|4.2|5|3.4|3.4|4.2|4.2|4.2|4.2|1.8|5|4.2|3.4|4.2|4.2|1.8|2.6|2.6|2.6|2.6|2.6|2.6|2.6|1.8|2.6|2.6|2.6|1.8|2.6|2.6|2.6|2.6|2.6|2.6|3.4|2.6|1.8|2.6|2.6|2.6|2.6|3.4|2.6|2.6|2.6
"760"|"41bb40d5a3c430cef270cdbd14abc8ff"|2016|42|1.8|5|1|5|4.2|4.2|5|4.2|4.2|5|3.4|5|4.2|5|5|4.2|5|1.8|4.2|1.8|4.2|4.2|4.2|2.6|2.6|3.4|4.2|4.2|4.2|4.2|4.2|5|4.2|2.6|3.4|3.4|4.2|5|5|5|5|5|4.2|5|3.4|3.4|3.4|4.2|4.2|1|3.4|5|5|5|3.4|4.2|4.2|1.8|5|1.8
"758"|"01df0c34bd0e8bbcd04119d6679fa4fc"|2016|26|4.2|3.4|2.6|5|5|3.4|4.2|1.8|5|4.2|1|3.4|4.2|4.2|4.2|5|5|5|3.4|1.8|3.4|5|5|4.2|1|5|3.4|4.2|1|4.2|5|2.6|5|4.2|2.6|5|2.6|4.2|5|4.2|4.2|4.2|5|5|5|5|5|4.2|4.2|4.2|5|5|5|5|4.2|5|4.2|5|4.2|3.4
"759"|"ed8d7c57764769ca55172dee02c7f3b6"|2016|26|5|5|1|5|5|5|5|5|5|5|1|3.4|5|5|5|5|5|5|5|1|1|5|5|5|1|5|5|5|1|5|5|5|5|5|5|5|1|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
"757"|"8a48ee4e95a0ed8f12b6ad25129118e8"|2016|25|5|4.2|1.8|5|4.2|5|5|4.2|5|5|1.8|1.8|3.4|5|5|5|5|3.4|4.2|2.6|3.4|2.6|5|5|1|5|4.2|3.4|1.8|5|4.2|3.4|4.2|5|3.4|5|3.4|3.4|5|5|1.8|5|4.2|5|2.6|5|5|5|3.4|3.4|3.4|5|5|5|4.2|5|5|5|2.6|4.2
"750"|"f39cb193790e807b09396dcd2f834392"|2016|15|2.6|3.4|2.6|5|4.2|4.2|4.2|3.4|4.2|4.2|3.4|4.2|4.2|3.4|4.2|3.4|4.2|3.4|4.2|2.6|3.4|5|4.2|4.2|2.6|4.2|3.4|4.2|4.2|3.4|4.2|3.4|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|3.4|3.4|3.4|4.2|2.6|3.4|3.4|3.4|4.2|3.4|3.4|3.4|2.6|5|2.6
"751"|"f39cb193790e807b09396dcd2f834392"|2016|15|2.6|3.4|2.6|5|4.2|4.2|4.2|3.4|4.2|4.2|3.4|4.2|4.2|3.4|4.2|3.4|4.2|3.4|4.2|2.6|3.4|5|4.2|4.2|2.6|4.2|3.4|4.2|4.2|3.4|4.2|3.4|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|3.4|3.4|3.4|4.2|2.6|3.4|3.4|3.4|4.2|3.4|3.4|3.4|2.6|5|2.6
"752"|"f39cb193790e807b09396dcd2f834392"|2016|15|2.6|3.4|2.6|5|4.2|4.2|4.2|3.4|4.2|4.2|3.4|4.2|4.2|3.4|4.2|3.4|4.2|3.4|4.2|2.6|3.4|5|4.2|4.2|2.6|4.2|3.4|4.2|4.2|3.4|4.2|3.4|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|3.4|3.4|3.4|4.2|2.6|3.4|3.4|3.4|4.2|3.4|3.4|3.4|2.6|5|2.6
"753"|"f39cb193790e807b09396dcd2f834392"|2016|15|2.6|3.4|2.6|5|4.2|4.2|4.2|3.4|4.2|4.2|3.4|4.2|4.2|3.4|4.2|3.4|4.2|3.4|4.2|2.6|3.4|5|4.2|4.2|2.6|4.2|3.4|4.2|4.2|3.4|4.2|3.4|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|3.4|3.4|3.4|4.2|2.6|3.4|3.4|3.4|4.2|3.4|3.4|3.4|2.6|5|2.6
"754"|"6aa0a31d3b483841486a902d8483a53d"|2016|15|1.8|3.4|1.8|3.4|5|4.2|5|5|5|5|1.8|1|5|5|5|5|5|5|4.2|1.8|1|5|5|4.2|2.6|4.2|4.2|3.4|2.6|5|3.4|4.2|5|4.2|4.2|5|1.8|3.4|4.2|4.2|3.4|2.6|4.2|4.2|5|4.2|5|4.2|4.2|2.6|4.2|4.2|5|5|4.2|4.2|4.2|4.2|5|4.2
"755"|"d04ae74ae8b0356e77ac23e65d278cfb"|2016|15|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
"756"|"d04ae74ae8b0356e77ac23e65d278cfb"|2016|15|3.4|1.8|1.8|4.2|4.2|5|3.4|2.6|4.2|5|4.2|4.2|4.2|1.8|5|3.4|5|5|4.2|1|2.6|4.2|5|3.4|4.2|5|3.4|4.2|1|2.6|4.2|3.4|4.2|5|5|5|2.6|2.6|5|2.6|1.8|3.4|4.2|3.4|4.2|4.2|5|1.8|3.4|4.2|2.6|3.4|5|4.2|5|1.8|5|1.8|2.6|3.4
"749"|"6aa0a31d3b483841486a902d8483a53d"|2016|14|1.8|4.2|1.8|4.2|5|4.2|5|4.2|4.2|4.2|1.8|3.4|5|4.2|5|5|4.2|5|3.4|1.8|1.8|5|5|4.2|1.8|3.4|4.2|4.2|3.4|5|3.4|4.2|5|4.2|3.4|4.2|3.4|3.4|4.2|4.2|4.2|3.4|4.2|5|5|4.2|5|4.2|5|1.8|3.4|3.4|5|4.2|3.4|4.2|4.2|5|5|4.2
"748"|"596092ffe17b10a6d311f253440d90b2"|2016|4|3.4|5|1.8|5|5|5|5|3.4|5|5|1|3.4|4.2|5|5|5|5|4.2|3.4|1|2.6|5|5|5|1|4.2|3.4|4.2|1.8|5|5|4.2|3.4|5|2.6|5|3.4|3.4|5|4.2|5|5|5|5|5|4.2|3.4|5|5|4.2|3.4|5|5|5|3.4|5|4.2|5|5|3.4
"747"|"685247a7a66e0d0c8aba24081f831a8e"|2015|48|2.6|1.8|2.6|2.6|2.6|2.6|4.2|3.4|3.4|4.2|2.6|2.6|2.6|2.6|4.2|3.4|4.2|3.4|2.6|2.6|2.6|2.6|4.2|3.4|1.8|3.4|3.4|2.6|2.6|3.4|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8|1.8
"746"|"dce5f486152a570ea9afe44ccf5e3856"|2015|46|4.2|4.2|3.4|4.2|3.4|4.2|3.4|2.6|5|3.4|3.4|4.2|3.4|3.4|3.4|4.2|5|4.2|2.6|2.6|3.4|4.2|4.2|3.4|3.4|4.2|4.2|2.6|3.4|4.2|1.8|3.4|4.2|1.8|2.6|3.4|1.8|1.8|4.2|3.4|1.8|1.8|1.8|1.8|1.8|1|4.2|3.4|1|2.6|1.8|3.4|4.2|1.8|3.4|4.2|2.6|4.2|3.4|3.4
"743"|"e49b1f4ae35ab6be12293f2a73a8679b"|2015|40|2.6|1.8|2.6|4.2|3.4|3.4|4.2|3.4|4.2|3.4|2.6|3.4|3.4|1.8|4.2|3.4|4.2|4.2|3.4|1.8|1.8|4.2|1.8|4.2|1|5|1.8|2.6|1.8|2.6|4.2|2.6|3.4|3.4|4.2|4.2|3.4|4.2|4.2|3.4|3.4|4.2|3.4|3.4|2.6|3.4|2.6|2.6|3.4|2.6|3.4|4.2|3.4|2.6|1.8|2.6|2.6|3.4|4.2|2.6
"744"|"e49b1f4ae35ab6be12293f2a73a8679b"|2015|40|1.8|2.6|1|5|3.4|2.6|3.4|2.6|3.4|2.6|3.4|2.6|4.2|3.4|4.2|3.4|4.2|3.4|3.4|1.8|2.6|4.2|5|4.2|3.4|3.4|2.6|2.6|3.4|3.4|3.4|3.4|3.4|3.4|4.2|4.2|1.8|3.4|3.4|3.4|4.2|4.2|1.8|4.2|2.6|3.4|5|3.4|4.2|2.6|1.8|4.2|5|3.4|3.4|3.4|2.6|3.4|2.6|3.4
"745"|"ece0c3bd125984b3528887c1b17a83b3"|2015|40|3.4|3.4|3.4|2.6|5|3.4|5|2.6|5|3.4|2.6|2.6|2.6|2.6|4.2|4.2|5|5|2.6|2.6|1.8|2.6|4.2|4.2|2.6|3.4|4.2|3.4|3.4|3.4|2.6|3.4|4.2|2.6|4.2|4.2|1|3.4|5|1.8|1.8|2.6|1.8|1.8|3.4|4.2|3.4|3.4|2.6|1.8|3.4|2.6|4.2|3.4|3.4|5|3.4|4.2|2.6|4.2
"742"|"f9c03253da522460387fe901a8340984"|2015|30|2.6|3.4|2.6|5|4.2|3.4|5|4.2|4.2|3.4|1.8|4.2|1.8|4.2|4.2|4.2|4.2|4.2|3.4|1.8|2.6|5|5|5|4.2|4.2|4.2|4.2|1.8|4.2|2.6|5|4.2|4.2|3.4|4.2|1.8|4.2|5|3.4|3.4|4.2|4.2|5|4.2|5|5|4.2|5|3.4|3.4|4.2|5|4.2|3.4|5|4.2|5|3.4|4.2
"741"|"5333c5d7ad5c32fb6fb1dd39ef79e01b"|2015|28|4.2|3.4|2.6|5|4.2|4.2|3.4|4.2|4.2|3.4|1.8|1.8|3.4|3.4|4.2|4.2|4.2|4.2|3.4|3.4|3.4|4.2|4.2|3.4|2.6|3.4|3.4|4.2|2.6|3.4|2.6|4.2|4.2|4.2|4.2|4.2|1.8|4.2|4.2|3.4|3.4|3.4|2.6|3.4|4.2|4.2|4.2|4.2|3.4|2.6|2.6|3.4|5|5|3.4|4.2|2.6|4.2|2.6|4.2
"740"|"7523b7527d7cb81ebac068bbc0999d88"|2015|26|1.8|3.4|1|4.2|4.2|2.6|4.2|4.2|5|3.4|1.8|1.8|3.4|4.2|5|5|5|3.4|3.4|1.8|2.6|4.2|4.2|5|1|5|3.4|3.4|2.6|4.2|5|2.6|4.2|2.6|3.4|4.2|2.6|4.2|4.2|3.4|4.2|4.2|2.6|5|5|5|5|4.2|2.6|3.4|3.4|5|5|5|3.4|5|4.2|5|4.2|5
"739"|"949334ba01e930629e04bbe43ae7d939"|2015|20|3.4|3.4|1|5|4.2|3.4|3.4|2.6|4.2|3.4|3.4|2.6|5|4.2|4.2|5|5|4.2|5|2.6|2.6|5|5|5|1|5|5|5|1|4.2|5|4.2|5|3.4|4.2|5|2.6|5|5|4.2|3.4|4.2|4.2|4.2|4.2|3.4|4.2|4.2|5|4.2|5|5|4.2|5|3.4|4.2|4.2|5|4.2|4.2
"737"|"1102deefd75cde4ca72d8e10a7f78d50"|2015|16|5|4.2|1.8|5|5|4.2|5|3.4|5|2.6|1.8|4.2|3.4|3.4|4.2|3.4|4.2|5|2.6|1|1|4.2|4.2|5|1|5|1.8|5|2.6|4.2|4.2|1|5|1.8|5|5|5|5|5|1|5|4.2|1.8|1.8|5|5|3.4|5|2.6|1|3.4|5|5|5|1.8|5|1.8|5|5|5
"738"|"81ceafa444f9debd36b322d9bfdcd0ce"|2015|16|2.6|4.2|1.8|5|5|5|5|4.2|5|5|1.8|2.6|3.4|4.2|5|4.2|4.2|4.2|3.4|1.8|1.8|5|5|5|1.8|5|3.4|4.2|2.6|4.2|5|4.2|4.2|5|4.2|5|3.4|5|5|5|4.2|3.4|4.2|5|5|5|5|3.4|4.2|1.8|2.6|4.2|5|5|4.2|5|4.2|5|4.2|3.4
"736"|"d30b7d110d21bf3f3c9d7c24d089d1b4"|2015|12|3.4|5|1|5|4.2|3.4|4.2|3.4|5|5|1.8|3.4|4.2|5|4.2|5|4.2|5|4.2|1.8|3.4|3.4|5|4.2|1.8|5|4.2|3.4|2.6|4.2|5|5|4.2|4.2|5|5|4.2|5|5|5|5|4.2|5|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|5|5|5|5|4.2|5|5|4.2
"735"|"8e4313e576e1e8bfb0c2bd54c2f93fde"|2015|6|5|5|1|5|5|5|1.8|4.2|5|5|1|3.4|3.4|5|1.8|3.4|5|5|2.6|1.8|1|5|5|3.4|2.6|3.4|2.6|5|1.8|5|2.6|4.2|2.6|4.2|1|4.2|1|4.2|4.2|3.4|2.6|1.8|5|4.2|5|4.2|5|5|2.6|1.8|5|2.6|5|5|4.2|5|1.8|4.2|3.4|5
"733"|"06da8174757feffd764c7232f965cd7a"|2015|4|3.4|1|1.8|4.2|4.2|4.2|5|3.4|4.2|4.2|4.2|4.2|5|1.8|4.2|4.2|5|5|5|1|2.6|4.2|4.2|2.6|3.4|5|3.4|5|3.4|3.4|4.2|3.4|3.4|3.4|2.6|4.2|2.6|4.2|4.2|3.4|5|4.2|3.4|4.2|4.2|4.2|4.2|3.4|3.4|2.6|4.2|4.2|3.4|4.2|4.2|3.4|4.2|4.2|3.4|4.2
"734"|"b78fbcb23b49de9cc9367ffc7ec797fd"|2015|4|5|3.4|4.2|3.4|5|4.2|4.2|4.2|5|3.4|3.4|5|4.2|4.2|3.4|5|5|5|4.2|3.4|1.8|5|5|4.2|4.2|5|5|4.2|5|3.4|4.2|4.2|5|4.2|5|5|3.4|5|3.4|2.6|4.2|5|2.6|2.6|4.2|4.2|5|5|3.4|4.2|5|2.6|4.2|3.4|2.6|5|5|5|5|4.2
"731"|"a5df775506e77027b887524f15d40e37"|2015|3|2.6|1.8|1.8|3.4|4.2|3.4|3.4|1.8|5|3.4|2.6|1.8|1.8|1.8|5|3.4|4.2|1.8|1.8|2.6|2.6|4.2|4.2|5|1|3.4|1.8|2.6|3.4|3.4|3.4|2.6|4.2|1.8|3.4|4.2|3.4|4.2|3.4|2.6|1.8|1|2.6|4.2|4.2|5|4.2|4.2|2.6|1|3.4|3.4|4.2|4.2|5|4.2|1.8|5|4.2|4.2
"732"|"2eec369d2b95863a0aad33c26a50b811"|2015|3|3.4|4.2|2.6|4.2|4.2|4.2|4.2|2.6|4.2|4.2|1.8|2.6|3.4|5|4.2|4.2|4.2|4.2|2.6|1.8|2.6|2.6|4.2|3.4|1.8|3.4|1.8|3.4|2.6|4.2|3.4|4.2|5|5|2.6|5|5|5|4.2|5|1.8|5|2.6|3.4|3.4|5|5|5|2.6|3.4|5|5|5|5|5|5|5|5|3.4|5
"730"|"9c2924283fd4fdd6b0653e5276f69b13"|2014|51|3.4|5|1|5|5|4.2|5|3.4|5|2.6|1.8|2.6|3.4|5|4.2|5|5|5|4.2|1|2.6|5|4.2|5|1.8|5|3.4|5|3.4|4.2|3.4|4.2|3.4|3.4|3.4|4.2|3.4|5|5|5|4.2|4.2|3.4|5|3.4|5|5|5|5|3.4|3.4|5|5|5|3.4|5|5|5|5|4.2
"729"|"6a709648473ab966620070c3a276d921"|2014|47|3.4|4.2|1|5|5|3.4|4.2|1|4.2|3.4|1|3.4|2.6|3.4|3.4|4.2|4.2|4.2|1.8|1.8|1|4.2|4.2|4.2|5|4.2|4.2|1.8|1|4.2|1|3.4|3.4|3.4|3.4|4.2|1|4.2|4.2|4.2|1|3.4|4.2|1|4.2|4.2|4.2|4.2|4.2|4.2|1.8|4.2|4.2|4.2|4.2|4.2|2.6|4.2|1.8|4.2
"728"|"5e7dac1cad94ffda5ed89ea997138483"|2014|46|3.4|4.2|3.4|5|4.2|3.4|4.2|2.6|4.2|3.4|3.4|4.2|4.2|4.2|3.4|4.2|4.2|4.2|3.4|2.6|3.4|4.2|5|4.2|1.8|4.2|4.2|4.2|2.6|3.4|5|4.2|3.4|4.2|4.2|5|3.4|4.2|3.4|4.2|3.4|4.2|4.2|3.4|4.2|4.2|4.2|3.4|4.2|3.4|4.2|3.4|4.2|4.2|4.2|4.2|4.2|4.2|5|4.2
"726"|"d75f4fa9ff213f380b0adff880fded73"|2014|30|2.6|3.4|2.6|4.2|4.2|4.2|5|3.4|4.2|3.4|4.2|2.6|3.4|4.2|4.2|5|4.2|3.4|2.6|3.4|3.4|4.2|4.2|4.2|3.4|4.2|3.4|4.2|4.2|3.4|4.2|3.4|5|3.4|4.2|4.2|3.4|4.2|4.2|4.2|3.4|3.4|3.4|4.2|4.2|3.4|4.2|4.2|4.2|3.4|3.4|4.2|4.2|4.2|3.4|3.4|3.4|3.4|4.2|3.4
